"Id","Creation Time","Owner","Tags","Group Tags","args/seed","args/retrain_freq","args/budget","args/strategy","test/test_gold_acc (last)","online/1000-gold_0 (average)","online/1500-gold_0 (average)","online/2000-gold_0 (average)","online/2500-gold_0 (average)","online/3000-gold_0 (average)","online/3500-gold_0 (average)","args/learning_rate","args/buffer_percent","args/buffer_policy_parameter","train/total_flops","train/total_time_elapsed","train/total_flops (last)","train/total_time_elapsed (last)","args/incremental","args/ewc"
"ON-5703","2024-08-13 11:10:27","shriram","[""ISEAR_LABEL""]","[]","2","1000","2000","b1","0.4530638852672751",,,"0.5079575596816976",,,,"5.0E-4","0.0","default",,,"1.54473040469136E15","566.3149280548096","yes","yes"
"ON-5702","2024-08-13 11:10:21","shriram","[""ISEAR_LABEL""]","[]","1","1000","3500","BT","0.18513689700130379",,,,,,"0.6584880636604774","5.0E-4","0.0","default",,,"2.48164060830768E15","997.3103506565094","yes","yes"
"ON-5701","2024-08-13 11:10:15","shriram","[""ISEAR_LABEL""]","[]","0","1000","2000","BT","0.46088657105606257",,,"0.5074602122015915",,,,"5.0E-4","0.0","default",,,"1.76327011933632E15","689.0958626270294","yes","yes"
"ON-5700","2024-08-13 11:10:10","shriram","[""ISEAR_LABEL""]","[]","1","1000","3000","b1","0.5228161668839635",,,,,"0.6046087533156499",,"5.0E-4","0.0","default",,,"2.72743443670848E15","1083.340193271637","yes","yes"
"ON-5699","2024-08-13 11:10:04","shriram","[""ISEAR_LABEL""]","[]","0","1000","3000","BT","0.22164276401564537",,,,,"0.6346153846153846",,"5.0E-4","0.0","default",,,"2.75464430114112E15","1042.8799364566803","yes","yes"
"ON-5698","2024-08-13 11:09:58","shriram","[""ISEAR_LABEL""]","[]","1","1000","3000","b1","0.5684485006518905",,,,,"0.6095822281167109",,"5.0E-4","1.0","default",,,"9.27531183E15","3177.2229301929474","yes","no"
"ON-5697","2024-08-13 11:09:52","shriram","[""ISEAR_LABEL""]","[]","2","1000","2500","BT","0.6192959582790091",,,,"0.5890251989389921",,,"5.0E-4","1.0","default",,,"8.98614408E15","3263.29531955719","yes","no"
"ON-5696","2024-08-13 11:09:47","shriram","[""ISEAR_LABEL""]","[]","0","1000","1000","BT","0.4067796610169492","0.4073275862068966",,,,,,"5.0E-4","1.0","default",,,"1.43730405E15","462.5821409225464","yes","no"
"ON-5695","2024-08-13 11:09:41","shriram","[""ISEAR_LABEL""]","[]","0","1000","1500","b1","0.43415906127770537",,"0.4366710875331565",,,,,"5.0E-4","1.0","default",,,"2.27490138E15","806.3436160087585","yes","no"
"ON-5694","2024-08-13 11:09:36","shriram","[""ISEAR_LABEL""]","[]","1","1000","2000","b1","0.439374185136897",,,"0.45739389920424406",,,,"5.0E-4","1.0","default",,,"4.41907938E15","1555.832149028778","yes","no"
"ON-5693","2024-08-13 11:09:30","shriram","[""ISEAR_LABEL""]","[]","2","1000","2500","b1","0.4661016949152542",,,,"0.5054708222811671",,,"5.0E-4","0.5","random",,,"4.4691801E15","1430.6709389686584","yes","no"
"ON-5692","2024-08-13 11:09:25","shriram","[""ISEAR_LABEL""]","[]","1","1000","2000","BT","0.47131681877444587",,,"0.5452586206896551",,,,"5.0E-4","0.0","default",,,"1.46822682E15","531.0691118240356","yes","no"
"ON-5691","2024-08-13 11:09:20","shriram","[""ISEAR_LABEL""]","[]","1","1000","1000","b1","0.36114732724902215","0.3609084880636605",,,,,,"5.0E-4","0.5","random",,,"1.22220705E15","510.0730330944061","yes","no"
"ON-5690","2024-08-13 11:09:14","shriram","[""ISEAR_LABEL""]","[]","1","1000","2500","BT","0.4517601043024772",,,,"0.598972148541114",,,"5.0E-4","0.0","default",,,"2.23590717E15","814.1320013999939","yes","no"
"ON-5689","2024-08-13 11:09:09","shriram","[""ISEAR_LABEL""]","[]","2","1000","2500","b1","0.4804432855280313",,,,"0.5147546419098143",,,"5.0E-4","1.0","default",,,"5.18310003E15","1743.7984955310822","yes","no"
"ON-5688","2024-08-13 11:09:03","shriram","[""ISEAR_LABEL""]","[]","1","1000","3500","b1","0.4445893089960887",,,,,,"0.5663129973474801","5.0E-4","0.0","default",,,"2.57349948E15","1004.4560642242432","yes","no"
"ON-5687","2024-08-13 11:08:57","shriram","[""ISEAR_LABEL""]","[]","0","1000","2500","b1","0.46479791395045633",,,,"0.5018236074270557",,,"5.0E-4","1.0","default",,,"5.26498023E15","1720.8174936771393","yes","no"
"ON-5686","2024-08-13 11:08:51","shriram","[""ISEAR_LABEL""]","[]","2","1000","2000","BT","0.4941329856584094",,,"0.5799071618037135",,,,"5.0E-4","0.0","default",,,"1.83524269646304E15","807.7689757347107","yes","yes"
"ON-5685","2024-08-13 11:08:46","shriram","[""ISEAR_LABEL""]","[]","1","1000","2500","b1","0.378748370273794",,,,"0.46568302387267907",,,"5.0E-4","0.0","default",,,"2.14067616E15","768.6124877929688","yes","no"
"ON-5684","2024-08-13 11:08:41","shriram","[""ISEAR_LABEL""]","[]","1","1000","2500","BT","0.4335071707953064",,,,"0.6198607427055703",,,"5.0E-4","0.0","default",,,"2.56298776384848E15","1100.0960488319397","yes","yes"
"ON-5683","2024-08-13 11:08:35","shriram","[""ISEAR_LABEL""]","[]","1","1000","3500","BT","0.1773142112125163",,,,,,"0.6574933687002652","5.0E-4","0.0","default",,,"2.46317964E15","1061.1304490566254","yes","no"
"ON-5682","2024-08-13 11:08:29","shriram","[""ISEAR_LABEL""]","[]","2","1000","3500","BT","0.16753585397653195",,,,,,"0.6362732095490716","5.0E-4","0.0","default",,,"2.69134399025856E15","1175.9048252105713","yes","yes"
"ON-5681","2024-08-13 11:08:24","shriram","[""ISEAR_LABEL""]","[]","0","1000","2500","BT","0.4517601043024772",,,,"0.6251657824933687",,,"5.0E-4","0.0","default",,,"2.10027382816176E15","750.4680826663971","yes","yes"
"ON-5680","2024-08-13 11:08:17","shriram","[""ISEAR_LABEL""]","[]","0","1000","3000","BT","0.6245110821382008",,,,,"0.6165450928381963",,"5.0E-4","1.0","default",,,"1.228344651E16","4381.616279125214","yes","no"
"ON-5679","2024-08-13 11:08:12","shriram","[""ISEAR_LABEL""]","[]","2","1000","1500","b1","0.4302477183833116",,"0.4373342175066313",,,,,"5.0E-4","0.5","random",,,"1.8851664E15","619.6491494178772","yes","no"
"ON-5678","2024-08-13 11:08:07","shriram","[""ISEAR_LABEL""]","[]","2","1000","3500","b1","0.31421121251629724",,,,,,"0.503315649867374","5.0E-4","0.0","default",,,"2.59652148E15","873.6101319789886","yes","no"
"ON-5677","2024-08-13 11:08:00","shriram","[""ISEAR_LABEL""]","[]","1","1000","3000","b1","0.5769230769230769",,,,,"0.6158819628647215",,"5.0E-4","0.5","random",,,"5.69414934E15","1979.2559938430786","yes","no"
"ON-5676","2024-08-13 11:07:54","shriram","[""ISEAR_LABEL""]","[]","2","1000","1500","b1","0.41003911342894395",,"0.41296419098143233",,,,,"5.0E-4","1.0","default",,,"2.47769412E15","817.3022685050964","yes","no"
"ON-5675","2024-08-13 11:07:48","shriram","[""ISEAR_LABEL""]","[]","0","1000","3500","BT","0.17340286831812254",,,,,,"0.639920424403183","5.0E-4","0.0","default",,,"2.75046642E15","957.1338958740234","yes","no"
"ON-5674","2024-08-13 11:07:43","shriram","[""ISEAR_LABEL""]","[]","0","1000","1000","BT","0.4954367666232073","0.496684350132626",,,,,,"5.0E-4","0.0","default",,,"8.3852572613136E14","265.19807958602905","yes","yes"
"ON-5673","2024-08-13 11:07:38","shriram","[""ISEAR_LABEL""]","[]","2","1000","3000","b1","0.4165580182529335",,,,,"0.5381299734748011",,"5.0E-4","0.0","default",,,"2.72980300411392E15","1144.479109287262","yes","yes"
"ON-5672","2024-08-13 11:07:32","shriram","[""ISEAR_LABEL""]","[]","1","1000","3000","BT","0.6245110821382008",,,,,"0.6210212201591512",,"5.0E-4","1.0","default",,,"1.055476785E16","3767.420206308365","yes","no"
"ON-5671","2024-08-13 11:07:26","shriram","[""ISEAR_LABEL""]","[]","1","1000","1500","BT","0.35919165580182527",,"0.4212533156498674",,,,,"5.0E-4","0.0","default",,,"1.3477320313536E15","497.92264223098755","yes","yes"
