"Id","Creation Time","Owner","Tags","Group Tags","args/seed","args/retrain_freq","args/budget","args/strategy","test/test_gold_acc (last)","online/1000-gold_0 (average)","online/1500-gold_0 (average)","online/2000-gold_0 (average)","online/2500-gold_0 (average)","online/3000-gold_0 (average)","online/3500-gold_0 (average)","args/learning_rate","args/buffer_percent","args/buffer_policy_parameter","train/total_flops","train/total_time_elapsed","train/total_flops (last)","train/total_time_elapsed (last)","args/incremental","args/ewc","args/ewc_lambda"
"ON-5059","2024-08-10 12:34:38","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","0","1000","2000","b1","0.6153846153846154",,,"0.6367705570291777",,,,"5.0E-4","0.0","default",,,"2.08128702766416E15","917.7856686115265","yes","yes","0.6"
"ON-5058","2024-08-10 12:34:33","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","0","1000","3500","b1","0.5990873533246415",,,,,,"0.6634615384615384","5.0E-4","0.0","default",,,"3.00973178642976E15","1513.9928226470947","yes","yes","0.6"
"ON-5057","2024-08-10 12:34:28","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","2","1000","2500","b1","0.5951760104302477",,,,"0.6424071618037135",,,"5.0E-4","0.0","default",,,"1.76766842201712E15","684.1608576774597","yes","yes","0.2"
"ON-5056","2024-08-10 12:34:24","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","0","1000","1000","b1","0.5801825293350718","0.590683023872679",,,,,,"5.0E-4","0.0","default",,,"1.18906861813536E15","586.130609035492","yes","yes","0.2"
"ON-5055","2024-08-10 12:34:19","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","1","1000","1000","b1","0.5893089960886571","0.6097480106100795",,,,,,"5.0E-4","0.0","default",,,"7.7650315072992E14","338.05790972709656","yes","yes","0.6"
"ON-5054","2024-08-10 12:34:15","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","1","1000","3500","b1","0.5958279009126467",,,,,,"0.649867374005305","5.0E-4","0.0","default",,,"2.91202970642976E15","1131.9593126773834","yes","yes","0.2"
"ON-5053","2024-08-10 12:34:10","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","1","1000","2000","b1","0.5736636245110821",,,"0.6182029177718833",,,,"5.0E-4","0.0","default",,,"1.61439260836752E15","647.5203025341034","yes","yes","0.6"
"ON-5052","2024-08-10 12:34:05","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","0","1000","3500","b1","0.6069100391134289",,,,,,"0.6586538461538461","5.0E-4","0.0","default",,,"3.11811639678144E15","1181.7801485061646","yes","yes","0.2"
"ON-5051","2024-08-10 12:34:00","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","2","1000","2500","b1","0.6029986962190352",,,,"0.639920424403183",,,"5.0E-4","0.0","default",,,"1.70868380005296E15","688.7685904502869","yes","yes","0.6"
"ON-5050","2024-08-10 12:33:56","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","0","1000","2000","b1","0.5893089960886571",,,"0.6276525198938993",,,,"5.0E-4","0.0","default",,,"2.632076526828E15","1226.6858677864075","yes","yes","0.2"
"ON-5049","2024-08-10 12:33:51","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","1","1000","3000","b1","0.5932203389830508",,,,,"0.6497015915119363",,"5.0E-4","0.0","default",,,"2.03568682940928E15","990.2613656520844","yes","yes","0.2"
"ON-5048","2024-08-10 12:33:47","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","2","1000","3000","b1","0.6166883963494133",,,,,"0.6551724137931034",,"5.0E-4","0.0","default",,,"1.97740180495008E15","782.9874196052551","yes","yes","0.2"
"ON-5047","2024-08-10 12:33:42","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","1","1000","1000","b1","0.5893089960886571","0.6097480106100795",,,,,,"5.0E-4","0.0","default",,,"7.7650315072992E14","287.1775381565094","yes","yes","0.2"
"ON-5046","2024-08-10 12:33:38","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","2","1000","3500","b1","0.6069100391134289",,,,,,"0.6649535809018567","5.0E-4","0.0","default",,,"3.20298541301232E15","1308.207698583603","yes","yes","0.2"
"ON-5045","2024-08-10 12:33:33","shriram","[""BATCH_INC_LINEAR""]","[""EWC_HPARAM""]","2","1000","2000","b1","0.6121251629726207",,,"0.6410809018567639",,,,"5.0E-4","0.0","default",,,"1.6067277387192E15","631.2306113243103","yes","yes","0.2"
