Id,Creation Time,Owner,Tags,Group Tags,args/seed,args/retrain_freq,args/budget,args/strategy,test/test_gold_acc (last),online/1000-gold_0 (average),online/1500-gold_0 (average),online/2000-gold_0 (average),online/2500-gold_0 (average),online/3000-gold_0 (average),online/3500-gold_0 (average),args/learning_rate,args/buffer_percent,args/buffer_policy_parameter,train/total_flops,train/total_time_elapsed,train/total_flops (last),train/total_time_elapsed (last),args/incremental,args/ewc
ON-3128,24/07/2024 11:20,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",2,1000,3000,b1,0.634,,,,,0.744446937,,5.00E-04,1,default,,,5.67E+15,1637.74219,yes,no
ON-3125,24/07/2024 11:19,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",1,1000,2000,b1,0.622,,,0.708772717,,,,5.00E-04,1,default,,,3.79E+15,1171.074105,yes,no
ON-3117,24/07/2024 11:19,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",1,1000,1000,b1,0.608,0.671079201,,,,,,5.00E-04,0,default,,,1.60E+15,461.3116894,yes,no
ON-3109,24/07/2024 11:18,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",1,1000,1000,b1,0.608,0.671079201,,,,,,5.00E-04,1,default,,,1.60E+15,497.2585764,yes,no
ON-3107,24/07/2024 11:18,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",2,1000,2000,b1,0.58,,,0.68521427,,,,5.00E-04,1,default,,,2.98E+15,900.683008,yes,no
ON-3083,24/07/2024 11:15,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",0,1000,2000,b1,0.614,,,0.708099619,,,,5.00E-04,1,default,,,4.48E+15,1375.733419,yes,no
ON-3081,24/07/2024 11:15,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",1,1000,3000,b1,0.638,,,,,0.743998205,,5.00E-04,0,default,,,3.33E+15,1033.517106,yes,no
ON-3077,24/07/2024 11:15,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",0,1000,2000,b1,0.632,,,0.715503702,,,,5.00E-04,0,default,,,2.03E+15,610.0198095,yes,no
ON-3074,24/07/2024 11:15,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",2,1000,1000,b1,0.592,0.648418219,,,,,,5.00E-04,1,default,,,1.70E+15,537.9073529,yes,no
ON-3072,24/07/2024 11:14,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",2,1000,2000,b1,0.614,,,0.704734126,,,,5.00E-04,0,default,,,2.49E+15,765.3146977,yes,no
ON-3066,24/07/2024 11:14,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",2,1000,1000,b1,0.592,0.648418219,,,,,,5.00E-04,0,default,,,1.70E+15,493.0857513,yes,no
ON-3065,24/07/2024 11:14,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",0,1000,3000,b1,0.634,,,,,0.747588064,,5.00E-04,0,default,,,4.20E+15,1320.371645,yes,no
ON-3055,24/07/2024 11:13,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",1,1000,2000,b1,0.626,,,0.714157505,,,,5.00E-04,0,default,,,3.03E+15,868.5021465,yes,no
ON-3012,24/07/2024 11:09,shriram,"[""OPENBOOK"",""BP_default_eff""]","[""BP_default_eff""]",1,1000,3000,b1,0.638,,,,,0.745793134,,5.00E-04,1,default,,,5.05E+15,1537.569254,yes,no
